,Address,CommandResponse,ControlMode,ControlScheme,CRC,DataLength,FunctionCode,InvalidDataLength,InvalidFunctionCode,PIDCycleTime,PIDDeadband,PIDGain,PIDRate,PIDReset,PipelinePSI,PumpState,SetPoint,SolenoidState,TimeInterval,deltaPIDCycleTime,deltaPIDDeadband,deltaPIDGain,deltaPIDRate,deltaPIDReset,deltaPipelinePSI,deltaSetPoint, Label
4126,4,0,0,0,3137,19,3,1,1,0,0,0,0,0,25.103447,1,0,0,590,0,0,0,0,0,25.103447,0,2
4127,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,813,0,0,0,0,0,-25.103447,0,2
4128,4,0,0,0,4131,19,3,1,1,0,0,0,0,0,24.494253,1,0,1,548,0,0,0,0,0,24.494253,0,2
4129,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,633,0,0,0,0,0,-24.494253,0,2
4130,4,0,0,0,3434,19,3,1,1,0,0,0,0,0,24.793104,1,0,0,670,0,0,0,0,0,24.793104,0,2
4131,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,708,0,0,0,0,0,-24.793104,0,2
4132,4,0,0,0,4642,19,3,1,1,0,0,0,0,0,25.643679000000002,1,0,1,610,0,0,0,0,0,25.643679000000002,0,2
4133,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,719,0,0,0,0,0,-25.643679000000002,0,2
4134,4,0,0,0,3542,19,3,1,1,0,0,0,0,0,24.321838,1,0,0,605,0,0,0,0,0,24.321838,0,2
4135,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,735,0,0,0,0,0,-24.321838,0,2
4136,4,0,0,0,3434,19,3,1,1,0,0,0,0,0,25.425287,1,0,0,658,0,0,0,0,0,25.425287,0,2
4137,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,654,0,0,0,0,0,-25.425287,0,2
4138,4,0,0,0,3645,19,3,1,1,0,0,0,0,0,24.172413,1,0,1,606,0,0,0,0,0,24.172413,0,2
4139,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,663,0,0,0,0,0,-24.172413,0,2
4140,4,0,0,0,3244,19,3,1,1,0,0,0,0,0,24.252874,1,0,0,558,0,0,0,0,0,24.252874,0,2
4141,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,718,0,0,0,0,0,-24.252874,0,2
4142,4,0,0,0,4430,19,3,1,1,0,0,0,0,0,25.252872,1,0,0,615,0,0,0,0,0,25.252872,0,2
4143,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,653,0,0,0,0,0,-25.252872,0,2
4144,4,0,0,0,3836,19,3,1,1,0,0,0,0,0,24.206896,1,0,1,747,0,0,0,0,0,24.206896,0,2
4145,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,662,0,0,0,0,0,-24.206896,0,2
4146,4,0,0,0,4346,19,3,1,1,0,0,0,0,0,24.114943,1,0,0,516,0,0,0,0,0,24.114943,0,2
4147,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,676,0,0,0,0,0,-24.114943,0,2
4148,4,0,0,0,4430,19,3,1,1,0,0,0,0,0,25.0,1,0,0,525,0,0,0,0,0,25.0,0,2
4149,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,670,0,0,0,0,0,-25.0,0,2
4150,4,0,0,0,4533,19,3,1,1,0,0,0,0,0,24.977013,1,0,1,639,0,0,0,0,0,24.977013,0,2
4151,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,659,0,0,0,0,0,-24.977013,0,2
4152,4,0,0,0,3737,19,3,1,1,0,0,0,0,0,23.97701,1,0,0,634,0,0,0,0,0,23.97701,0,2
4153,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,694,0,0,0,0,0,-23.97701,0,2
4154,4,0,0,0,3137,19,3,1,1,0,0,0,0,0,24.977013,1,0,0,613,0,0,0,0,0,24.977013,0,2
4155,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,758,0,0,0,0,0,-24.977013,0,2
4156,4,0,0,0,4341,19,3,1,1,0,0,0,0,0,25.195401999999998,1,0,1,551,0,0,0,0,0,25.195401999999998,0,2
4157,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,658,0,0,0,0,0,-25.195401999999998,0,2
4158,4,0,0,0,3735,19,3,1,1,0,0,0,0,0,23.97701,1,0,0,710,0,0,0,0,0,23.97701,0,2
4159,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,661,0,0,0,0,0,-23.97701,0,2
4160,4,0,0,0,4645,19,3,1,1,0,0,0,0,0,24.942529999999998,1,0,0,615,0,0,0,0,0,24.942529999999998,0,2
4161,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,799,0,0,0,0,0,-24.942529999999998,0,2
4162,4,0,0,0,4342,19,3,1,1,0,0,0,0,0,25.068966,1,0,1,606,0,0,0,0,0,25.068966,0,2
4163,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,649,0,0,0,0,0,-25.068966,0,2
4164,4,0,0,0,3842,19,3,1,1,0,0,0,0,0,24.011494,1,0,0,714,0,0,0,0,0,24.011494,0,2
4165,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,669,0,0,0,0,0,-24.011494,0,2
4166,4,0,0,0,3434,19,3,1,1,0,0,0,0,0,24.919539999999998,1,0,0,561,0,0,0,0,0,24.919539999999998,0,2
4167,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,625,0,0,0,0,0,-24.919539999999998,0,2
4168,4,0,0,0,3344,19,3,1,1,0,0,0,0,0,25.62069,1,0,1,553,0,0,0,0,0,25.62069,0,2
4169,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,786,0,0,0,0,0,-25.62069,0,2
4170,4,0,0,0,3137,19,3,1,1,0,0,0,0,0,23.586208,1,0,0,581,0,0,0,0,0,23.586208,0,2
4171,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,662,0,0,0,0,0,-23.586208,0,2
4172,4,0,0,0,3842,19,3,1,1,0,0,0,0,0,24.643677,1,0,0,664,0,0,0,0,0,24.643677,0,2
4173,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,668,0,0,0,0,0,-24.643677,0,2
4174,4,0,0,0,3244,19,3,1,1,0,0,0,0,0,25.51724,1,0,0,571,0,0,0,0,0,25.51724,0,2
4175,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,678,0,0,0,0,0,-25.51724,0,2
4176,4,0,0,0,3538,19,3,1,1,0,0,0,0,0,25.528734,1,0,1,601,0,0,0,0,0,25.528734,0,2
4177,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,697,0,0,0,0,0,-25.528734,0,2
4178,4,0,0,0,3544,19,3,1,1,0,0,0,0,0,24.195401999999998,1,0,0,580,0,0,0,0,0,24.195401999999998,0,2
4179,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,621,0,0,0,0,0,-24.195401999999998,0,2
4180,4,0,0,0,4643,19,3,1,1,0,0,0,0,0,22.862070000000003,1,0,1,635,0,0,0,0,0,22.862070000000003,0,2
4181,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,636,0,0,0,0,0,-22.862070000000003,0,2
4182,4,0,0,0,3030,19,3,1,1,0,0,0,0,0,20.586208,1,0,1,600,0,0,0,0,0,20.586208,0,2
4183,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,756,0,0,0,0,0,-20.586208,0,2
4184,4,0,0,0,3142,19,3,1,1,0,0,0,0,0,18.597701999999998,1,0,1,565,0,0,0,0,0,18.597701999999998,0,2
4185,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,660,0,0,0,0,0,-18.597701999999998,0,2
4186,4,0,0,0,4439,19,3,1,1,0,0,0,0,0,16.850573999999998,1,0,1,711,0,0,0,0,0,16.850573999999998,0,2
4187,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,658,0,0,0,0,0,-16.850573999999998,0,2
4188,4,0,0,0,4337,19,3,1,1,0,0,0,0,0,15.494253,1,0,1,596,0,0,0,0,0,15.494253,0,2
4189,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,788,0,0,0,0,0,-15.494253,0,2
4190,4,0,0,0,4642,19,3,1,1,0,0,0,0,0,14.160919,1,0,1,588,0,0,0,0,0,14.160919,0,2
4191,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,690,0,0,0,0,0,-14.160919,0,2
4192,4,0,0,0,3537,19,3,1,1,0,0,0,0,0,13.034482,1,0,1,663,0,0,0,0,0,13.034482,0,2
4193,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-13.034482,0,2
4194,4,0,0,0,3333,19,3,1,1,0,0,0,0,0,12.057471000000001,1,0,1,613,0,0,0,0,0,12.057471000000001,0,2
4195,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,633,0,0,0,0,0,-12.057471000000001,0,2
4196,4,0,0,0,3143,19,3,1,1,0,0,0,0,0,11.206897,1,0,1,602,0,0,0,0,0,11.206897,0,2
4197,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,781,0,0,0,0,0,-11.206897,0,2
4198,4,0,0,0,3741,19,3,1,1,0,0,0,0,0,10.379311,1,0,1,624,0,0,0,0,0,10.379311,0,2
4199,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,654,0,0,0,0,0,-10.379311,0,2
4200,4,0,0,0,4533,19,3,1,1,0,0,0,0,0,9.678162,1,0,1,744,0,0,0,0,0,9.678162,0,2
4201,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,786,0,0,0,0,0,-9.678162,0,2
4202,4,0,0,0,4646,19,3,1,1,0,0,0,0,0,9.597700999999999,1,0,0,539,0,0,0,0,0,9.597700999999999,0,2
4203,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,702,0,0,0,0,0,-9.597700999999999,0,2
4204,4,0,0,0,4539,19,3,1,1,0,0,0,0,0,11.011494,1,0,0,621,0,0,0,0,0,11.011494,0,2
4205,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,659,0,0,0,0,0,-11.011494,0,2
4206,4,0,0,0,3430,19,3,1,1,0,0,0,0,0,10.517241499999999,1,0,1,686,0,0,0,0,0,10.517241499999999,0,2
4207,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,624,0,0,0,0,0,-10.517241499999999,0,2
4208,4,0,0,0,3737,19,3,1,1,0,0,0,0,0,9.78161,1,0,1,532,0,0,0,0,0,9.78161,0,2
4209,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-9.78161,0,2
4210,4,0,0,0,3342,19,3,1,1,0,0,0,0,0,9.75862,1,0,0,526,0,0,0,0,0,9.75862,0,2
4211,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,671,0,0,0,0,0,-9.75862,0,2
4212,4,0,0,0,3846,19,3,1,1,0,0,0,0,0,11.068966,1,0,0,578,0,0,0,0,0,11.068966,0,2
4213,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-11.068966,0,2
4214,4,0,0,0,3745,19,3,1,1,0,0,0,0,0,10.678161,1,0,1,647,0,0,0,0,0,10.678161,0,2
4215,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,668,0,0,0,0,0,-10.678161,0,2
4216,4,0,0,0,4338,19,3,1,1,0,0,0,0,0,9.896552,1,0,1,565,0,0,0,0,0,9.896552,0,2
4217,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,799,0,0,0,0,0,-9.896552,0,2
4218,4,0,0,0,3246,19,3,1,1,0,0,0,0,0,9.195402,1,0,1,621,0,0,0,0,0,9.195402,0,2
4219,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,667,0,0,0,0,0,-9.195402,0,2
4220,4,0,0,0,3634,19,3,1,1,0,0,0,0,0,9.965517,1,0,0,649,0,0,0,0,0,9.965517,0,2
4221,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,637,0,0,0,0,0,-9.965517,0,2
4222,4,0,0,0,4438,19,3,1,1,0,0,0,0,0,10.91954,1,0,1,600,0,0,0,0,0,10.91954,0,2
4223,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,750,0,0,0,0,0,-10.91954,0,2
4224,4,0,0,0,3043,19,3,1,1,0,0,0,0,0,9.885057000000002,1,0,1,609,0,0,0,0,0,9.885057000000002,0,2
4225,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-9.885057000000002,0,2
4226,4,0,0,0,4134,19,3,1,1,0,0,0,0,0,9.218391,1,0,1,645,0,0,0,0,0,9.218391,0,2
4227,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,633,0,0,0,0,0,-9.218391,0,2
4228,4,0,0,0,4546,19,3,1,1,0,0,0,0,0,10.24138,1,0,0,665,0,0,0,0,0,10.24138,0,2
4229,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,692,0,0,0,0,0,-10.24138,0,2
4230,4,0,0,0,4437,19,3,1,1,0,0,0,0,0,10.91954,1,0,1,542,0,0,0,0,0,10.91954,0,2
4231,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,687,0,0,0,0,0,-10.91954,0,2
4232,4,0,0,0,3733,19,3,1,1,0,0,0,0,0,10.988506,1,0,0,584,0,0,0,0,0,10.988506,0,2
4233,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,697,0,0,0,0,0,-10.988506,0,2
4234,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,10.471264,1,0,1,730,0,0,0,0,0,10.471264,0,2
4235,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-10.471264,0,2
4236,4,0,0,0,3436,19,3,1,1,0,0,0,0,0,9.747127,1,0,1,566,0,0,0,0,0,9.747127,0,2
4237,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,650,0,0,0,0,0,-9.747127,0,2
4238,4,0,0,0,3842,19,3,1,1,0,0,0,0,0,9.873563,1,0,0,568,0,0,0,0,0,9.873563,0,2
4239,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,760,0,0,0,0,0,-9.873563,0,2
4240,4,0,0,0,3639,19,3,1,1,0,0,0,0,0,11.160919999999999,1,0,0,564,0,0,0,0,0,11.160919999999999,0,2
4241,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,637,0,0,0,0,0,-11.160919999999999,0,2
4242,4,0,0,0,3732,19,3,1,1,0,0,0,0,0,10.5517235,1,0,1,600,0,0,0,0,0,10.5517235,0,2
4243,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-10.5517235,0,2
4244,4,0,0,0,3843,19,3,1,1,0,0,0,0,0,9.735632,1,0,1,608,0,0,0,0,0,9.735632,0,2
4245,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,786,0,0,0,0,0,-9.735632,0,2
4246,4,0,0,0,4233,19,3,1,1,0,0,0,0,0,10.08046,1,0,0,565,0,0,0,0,0,10.08046,0,2
4247,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,675,0,0,0,0,0,-10.08046,0,2
4248,4,0,0,0,3843,19,3,1,1,0,0,0,0,0,11.402299000000001,1,0,1,734,0,0,0,0,0,11.402299000000001,0,2
4249,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,701,0,0,0,0,0,-11.402299000000001,0,2
4250,4,0,0,0,3138,19,3,1,1,0,0,0,0,0,10.310345,1,0,1,572,0,0,0,0,0,10.310345,0,2
4251,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,796,0,0,0,0,0,-10.310345,0,2
4252,4,0,0,0,3145,19,3,1,1,0,0,0,0,0,9.540230000000001,1,0,1,573,0,0,0,0,0,9.540230000000001,0,2
4253,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,644,0,0,0,0,0,-9.540230000000001,0,2
4254,4,0,0,0,3742,19,3,1,1,0,0,0,0,0,10.517241499999999,1,0,0,703,0,0,0,0,0,10.517241499999999,0,2
4255,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,645,0,0,0,0,0,-10.517241499999999,0,2
4256,4,0,0,0,3445,19,3,1,1,0,0,0,0,0,11.24138,1,0,1,555,0,0,0,0,0,11.24138,0,2
4257,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,649,0,0,0,0,0,-11.24138,0,2
4258,4,0,0,0,3730,19,3,1,1,0,0,0,0,0,10.252873,1,0,1,524,0,0,0,0,0,10.252873,0,2
4259,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,796,0,0,0,0,0,-10.252873,0,2
4260,4,0,0,0,3737,19,3,1,1,0,0,0,0,0,9.482758500000001,1,0,1,593,0,0,0,0,0,9.482758500000001,0,2
4261,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,671,0,0,0,0,0,-9.482758500000001,0,2
4262,4,0,0,0,3334,19,3,1,1,0,0,0,0,0,10.528736,1,0,0,621,0,0,0,0,0,10.528736,0,2
4263,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,649,0,0,0,0,0,-10.528736,0,2
4264,4,0,0,0,4242,19,3,1,1,0,0,0,0,0,11.137931,1,0,1,579,0,0,0,0,0,11.137931,0,2
4265,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,657,0,0,0,0,0,-11.137931,0,2
4266,4,0,0,0,3232,19,3,1,1,0,0,0,0,0,10.137931,1,0,1,616,0,0,0,0,0,10.137931,0,2
4267,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,702,0,0,0,0,0,-10.137931,0,2
4268,4,0,0,0,3231,19,3,1,1,0,0,0,0,0,9.379311,1,0,0,592,0,0,0,0,0,9.379311,0,2
4269,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,669,0,0,0,0,0,-9.379311,0,2
4270,4,0,0,0,3231,19,3,1,1,0,0,0,0,0,10.574713000000001,1,0,0,616,0,0,0,0,0,10.574713000000001,0,2
4271,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,705,0,0,0,0,0,-10.574713000000001,0,2
4272,4,0,0,0,3632,19,3,1,1,0,0,0,0,0,10.896550999999999,1,0,1,618,0,0,0,0,0,10.896550999999999,0,2
4273,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,740,0,0,0,0,0,-10.896550999999999,0,2
4274,4,0,0,0,4641,19,3,1,1,0,0,0,0,0,9.931035000000001,1,0,1,569,0,0,0,0,0,9.931035000000001,0,2
4275,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,629,0,0,0,0,0,-9.931035000000001,0,2
4276,4,0,0,0,3037,19,3,1,1,0,0,0,0,0,9.425286999999999,1,0,0,681,0,0,0,0,0,9.425286999999999,0,2
4277,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,668,0,0,0,0,0,-9.425286999999999,0,2
4278,4,0,0,0,4632,19,3,1,1,0,0,0,0,0,10.839081,1,0,0,661,0,0,0,0,0,10.839081,0,2
4279,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,791,0,0,0,0,0,-10.839081,0,2
4280,4,0,0,0,3546,19,3,1,1,0,0,0,0,0,10.597700999999999,1,0,1,600,0,0,0,0,0,10.597700999999999,0,2
4281,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-10.597700999999999,0,2
4282,4,0,0,0,3542,19,3,1,1,0,0,0,0,0,9.701149000000001,1,0,1,654,0,0,0,0,0,9.701149000000001,0,2
4283,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,651,0,0,0,0,0,-9.701149000000001,0,2
4284,4,0,0,0,3446,19,3,1,1,0,0,0,0,0,9.712644000000001,1,0,0,626,0,0,0,0,0,9.712644000000001,0,2
4285,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,660,0,0,0,0,0,-9.712644000000001,0,2
4286,4,0,0,0,4645,19,3,1,1,0,0,0,0,0,10.965517,1,0,0,575,0,0,0,0,0,10.965517,0,2
4287,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,747,0,0,0,0,0,-10.965517,0,2
4288,4,0,0,0,4132,19,3,1,1,0,0,0,0,0,10.425286999999999,1,0,0,553,0,0,0,0,0,10.425286999999999,0,2
4289,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,635,0,0,0,0,0,-10.425286999999999,0,2
4290,4,0,0,0,4345,19,3,1,1,0,0,0,0,0,11.091954,1,0,1,735,0,0,0,0,0,11.091954,0,2
4291,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-11.091954,0,2
4292,4,0,0,0,4143,19,3,1,1,0,0,0,0,0,10.114942999999998,1,0,1,601,0,0,0,0,0,10.114942999999998,0,2
4293,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,621,0,0,0,0,0,-10.114942999999998,0,2
4294,4,0,0,0,4645,19,3,1,1,0,0,0,0,0,9.459769999999999,1,0,1,557,0,0,0,0,0,9.459769999999999,0,2
4295,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,662,0,0,0,0,0,-9.459769999999999,0,2
4296,4,0,0,0,3138,19,3,1,1,0,0,0,0,0,10.448276,1,0,0,571,0,0,0,0,0,10.448276,0,2
4297,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,632,0,0,0,0,0,-10.448276,0,2
4298,4,0,0,0,3135,19,3,1,1,0,0,0,0,0,11.08046,1,0,1,691,0,0,0,0,0,11.08046,0,2
4299,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,665,0,0,0,0,0,-11.08046,0,2
4300,4,0,0,0,3336,19,3,1,1,0,0,0,0,0,10.091953,1,0,1,556,0,0,0,0,0,10.091953,0,2
4301,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,675,0,0,0,0,0,-10.091953,0,2
4302,4,0,0,0,3539,19,3,1,1,0,0,0,0,0,9.402299000000001,1,0,1,587,0,0,0,0,0,9.402299000000001,0,2
4303,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,724,0,0,0,0,0,-9.402299000000001,0,2
4304,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,10.482758500000001,1,0,0,605,0,0,0,0,0,10.482758500000001,0,2
4305,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,658,0,0,0,0,0,-10.482758500000001,0,2
4306,4,0,0,0,3246,19,3,1,1,0,0,0,0,0,10.862069,1,0,1,711,0,0,0,0,0,10.862069,0,2
4307,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,652,0,0,0,0,0,-10.862069,0,2
4308,4,0,0,0,4233,19,3,1,1,0,0,0,0,0,9.942528999999999,1,0,1,565,0,0,0,0,0,9.942528999999999,0,2
4309,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,797,0,0,0,0,0,-9.942528999999999,0,2
4310,4,0,0,0,4135,19,3,1,1,0,0,0,0,0,9.356322,1,0,0,555,0,0,0,0,0,9.356322,0,2
4311,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,670,0,0,0,0,0,-9.356322,0,2
4312,4,0,0,0,3038,19,3,1,1,0,0,0,0,0,10.793103,1,0,0,663,0,0,0,0,0,10.793103,0,2
4313,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,659,0,0,0,0,0,-10.793103,0,2
4314,4,0,0,0,4230,19,3,1,1,0,0,0,0,0,10.712644000000001,1,0,1,574,0,0,0,0,0,10.712644000000001,0,2
4315,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,700,0,0,0,0,0,-10.712644000000001,0,2
4316,4,0,0,0,3937,19,3,1,1,0,0,0,0,0,11.356321000000001,1,0,1,560,0,0,0,0,0,11.356321000000001,0,2
4317,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,679,0,0,0,0,0,-11.356321000000001,0,2
4318,4,0,0,0,4144,19,3,1,1,0,0,0,0,0,10.413794000000001,1,0,1,603,0,0,0,0,0,10.413794000000001,0,2
4319,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,657,0,0,0,0,0,-10.413794000000001,0,2
4320,4,0,0,0,4636,19,3,1,1,0,0,0,0,0,9.632184,1,0,1,610,0,0,0,0,0,9.632184,0,2
4321,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,653,0,0,0,0,0,-9.632184,0,2
4322,4,0,0,0,3135,19,3,1,1,0,0,0,0,0,10.149425500000001,1,0,0,566,0,0,0,0,0,10.149425500000001,0,2
4323,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,766,0,0,0,0,0,-10.149425500000001,0,2
4324,4,0,0,0,3435,19,3,1,1,0,0,0,0,0,11.413794000000001,1,0,1,558,0,0,0,0,0,11.413794000000001,0,2
4325,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,641,0,0,0,0,0,-11.413794000000001,0,2
4326,4,0,0,0,3034,19,3,1,1,0,0,0,0,0,10.356322,1,0,1,629,0,0,0,0,0,10.356322,0,2
4327,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-10.356322,0,2
4328,4,0,0,0,3934,19,3,1,1,0,0,0,0,0,9.563217999999999,1,0,1,652,0,0,0,0,0,9.563217999999999,0,2
4329,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,654,0,0,0,0,0,-9.563217999999999,0,2
4330,4,0,0,0,4442,19,3,1,1,0,0,0,0,0,10.287355999999999,1,0,0,572,0,0,0,0,0,10.287355999999999,0,2
4331,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,676,0,0,0,0,0,-10.287355999999999,0,2
4332,4,0,0,0,3542,19,3,1,1,0,0,0,0,0,11.367816,1,0,1,598,0,0,0,0,0,11.367816,0,2
4333,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,705,0,0,0,0,0,-11.367816,0,2
4334,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,10.172414,1,0,1,742,0,0,0,0,0,10.172414,0,2
4335,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,667,0,0,0,0,0,-10.172414,0,2
