,Address,CommandResponse,ControlMode,ControlScheme,CRC,DataLength,FunctionCode,InvalidDataLength,InvalidFunctionCode,PIDCycleTime,PIDDeadband,PIDGain,PIDRate,PIDReset,PipelinePSI,PumpState,SetPoint,SolenoidState,TimeInterval,deltaPIDCycleTime,deltaPIDDeadband,deltaPIDGain,deltaPIDRate,deltaPIDReset,deltaPipelinePSI,deltaSetPoint
28503,4,0,0,0,3735,19,3,1,1,0,0,0,0,0,9.5625,1,0,0,394,0,0,0,0,0,-10.4375,0
4236,4,0,0,0,3436,19,3,1,1,0,0,0,0,0,9.747127,1,0,1,566,0,0,0,0,0,9.747127,0
15695,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,753,0,0,0,0,0,-10.057471000000001,0
18917,4,0,0,0,3237,19,3,1,1,0,0,0,0,0,9.666666000000001,1,0,1,524,0,0,0,0,0,9.666666000000001,0
3359,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,759,0,0,0,0,0,-10.827586,0
14979,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-10.586205999999999,0
26918,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,667,0,0,0,0,0,-10.517241499999999,0
21004,4,0,0,0,3039,19,3,1,1,0,0,0,0,0,9.586205999999999,1,0,1,560,0,0,0,0,0,9.586205999999999,0
28616,4,0,0,0,3731,19,3,1,1,0,0,0,0,0,-1.26e-06,1,0,0,437,0,0,0,0,0,0.0,0
12558,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,755,0,0,0,0,0,-9.609196,0
5785,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-10.482758500000001,0
28625,4,0,0,0,3731,19,3,1,1,0,0,0,0,0,-1.26e-06,1,0,0,433,0,0,0,0,0,0.0,0
23900,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,753,0,0,0,0,0,-9.597700999999999,0
25985,4,0,0,0,4241,19,3,1,1,0,0,0,0,0,0.080459766,0,0,0,529,0,0,0,0,0,0.080459766,0
11255,4,0,0,0,3845,19,3,1,1,0,0,0,0,0,11.068966,1,0,0,648,0,0,0,0,0,11.068966,0
10397,4,0,0,0,3732,19,3,1,1,0,0,0,0,0,0.057471264,0,0,0,572,0,0,0,0,0,0.057471264,0
18797,4,0,0,0,4544,19,3,1,1,0,0,0,0,0,9.804598,1,0,1,606,0,0,0,0,0,9.804598,0
10635,4,0,0,0,3333,19,3,1,1,0,0,0,0,0,9.494252000000001,1,0,1,557,0,0,0,0,0,9.494252000000001,0
4292,4,0,0,0,4143,19,3,1,1,0,0,0,0,0,10.114942999999998,1,0,1,601,0,0,0,0,0,10.114942999999998,0
27537,4,0,0,0,3044,19,3,1,1,0,0,0,0,0,9.425286999999999,1,0,0,546,0,0,0,0,0,9.425286999999999,0
4246,4,0,0,0,4233,19,3,1,1,0,0,0,0,0,10.08046,1,0,0,565,0,0,0,0,0,10.08046,0
25155,4,0,0,0,4139,19,3,1,1,0,0,0,0,0,0.06896552,0,0,0,639,0,0,0,0,0,0.06896552,0
10823,4,0,0,0,3537,19,3,1,1,0,0,0,0,0,9.103448,1,0,1,574,0,0,0,0,0,9.103448,0
1972,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,628,0,0,0,0,0,-18.241379000000002,0
27311,4,0,0,0,4641,19,3,1,1,0,0,0,0,0,10.229885000000001,1,0,1,611,0,0,0,0,0,10.229885000000001,0
17866,4,0,0,0,4545,19,3,1,1,0,0,0,0,0,0.11494253,0,0,0,605,0,0,0,0,0,0.11494253,0
464,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.21839081,0
13892,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,672,0,0,0,0,0,-14.264367000000002,0
27478,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,670,0,0,0,0,0,-10.643678,0
9515,4,0,0,0,4142,19,3,1,1,0,0,0,0,0,0.06896552,0,0,0,638,0,0,0,0,0,0.06896552,0
14087,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,655,0,0,0,0,0,-0.080459766,0
10955,4,0,0,0,4141,19,3,1,1,0,0,0,0,0,11.011494,1,0,1,644,0,0,0,0,0,11.011494,0
24297,4,0,0,0,3039,19,3,1,1,0,0,0,0,0,9.724138,1,0,0,595,0,0,0,0,0,9.724138,0
3018,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,668,0,0,0,0,0,-9.850575,0
3739,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,669,0,0,0,0,0,-9.701149000000001,0
1683,4,0,0,0,3841,19,3,1,1,0,0,0,0,0,18.16092,1,0,0,688,0,0,0,0,0,18.16092,0
5324,4,0,0,0,3933,19,3,1,1,0,0,0,0,0,10.0,1,0,0,523,0,0,0,0,0,10.0,0
20642,4,0,0,0,3931,19,3,1,1,0,0,0,0,0,9.563217999999999,1,0,1,557,0,0,0,0,0,9.563217999999999,0
4183,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,756,0,0,0,0,0,-20.586208,0
16432,4,0,0,0,3030,19,3,1,1,0,0,0,0,0,12.022988,1,0,1,533,0,0,0,0,0,12.022988,0
3710,4,0,0,0,4145,19,3,1,1,0,0,0,0,0,10.712644000000001,1,0,1,630,0,0,0,0,0,10.712644000000001,0
12851,4,0,0,0,3731,19,3,1,1,0,0,0,0,0,15.850575,1,0,1,567,0,0,0,0,0,15.850575,0
10718,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,638,0,0,0,0,0,-10.114942999999998,0
22845,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,629,0,0,0,0,0,-9.609196,0
16641,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,796,0,0,0,0,0,-9.643678999999999,0
9759,4,0,0,0,3245,19,3,1,1,0,0,0,0,0,0.03448276,0,0,0,593,0,0,0,0,0,0.03448276,0
8282,4,0,0,0,4333,19,3,1,1,0,0,0,0,0,20.666666,1,0,0,546,0,0,0,0,0,20.666666,0
12961,4,0,0,0,3339,19,3,1,1,0,0,0,0,0,14.62069,1,0,1,567,0,0,0,0,0,14.62069,0
21813,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-10.804598,0
27549,4,0,0,0,4337,19,3,1,1,0,0,0,0,0,9.735632,1,0,0,661,0,0,0,0,0,9.735632,0
1584,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,677,0,0,0,0,0,-20.724138,0
4790,4,0,0,0,4635,19,3,1,1,0,0,0,0,0,11.0,1,0,1,556,0,0,0,0,0,11.0,0
19572,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,753,0,0,0,0,0,-9.528735000000001,0
26653,4,0,0,0,3944,19,3,1,1,0,0,0,0,0,9.689655,1,0,1,610,0,0,0,0,0,9.689655,0
8250,4,0,0,0,3446,19,3,1,1,0,0,0,0,0,19.609196,1,0,0,663,0,0,0,0,0,19.609196,0
16545,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,629,0,0,0,0,0,-9.839080000000001,0
20565,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-9.689655,0
22924,4,0,0,0,3435,19,3,1,1,0,0,0,0,0,9.747127,1,0,1,556,0,0,0,0,0,9.747127,0
11037,4,0,0,0,4144,19,3,1,1,0,0,0,0,0,9.045978,1,0,1,602,0,0,0,0,0,9.045978,0
25260,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,797,0,0,0,0,0,-0.09195402,0
23648,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,632,0,0,0,0,0,-9.850575,0
760,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.24137929999999996,0
19586,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,703,0,0,0,0,0,-9.517241499999999,0
28951,4,0,0,0,4541,19,3,1,1,0,0,0,0,0,20.5,1,0,0,437,0,0,0,0,0,0.125,0
24441,4,0,0,0,3933,19,3,1,1,0,0,0,0,0,9.862069,1,0,1,532,0,0,0,0,0,9.862069,0
3582,4,0,0,0,3345,19,3,1,1,0,0,0,0,0,10.356322,1,0,0,522,0,0,0,0,0,10.356322,0
3179,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,669,0,0,0,0,0,-9.620689,0
28939,4,0,0,0,4541,19,3,1,1,0,0,0,0,0,20.5,1,0,0,448,0,0,0,0,0,0.125,0
1005,4,0,0,0,4142,19,3,1,1,0,0,0,0,0,20.0,1,0,0,535,0,0,0,0,0,20.0,0
28830,4,0,0,0,4333,19,3,1,1,0,0,0,0,0,9.079999999999999e-41,1,0,0,3019,0,0,0,0,0,0.0,0
28085,4,0,0,0,4545,19,3,1,1,0,0,0,0,0,20.0,1,0,0,399,0,0,0,0,0,0.0,0
15470,4,0,0,0,4433,19,3,1,1,0,0,0,0,0,10.321839,1,0,1,604,0,0,0,0,0,10.321839,0
5681,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,659,0,0,0,0,0,-9.298850999999999,0
919,4,0,0,0,3631,19,3,1,1,0,0,0,0,0,0.22988506,0,0,0,528,0,0,0,0,0,0.22988506,0
12295,4,0,0,0,3435,19,3,1,1,0,0,0,0,0,11.114942999999998,1,0,1,543,0,0,0,0,0,11.114942999999998,0
22546,4,0,0,0,4243,19,3,1,1,0,0,0,0,0,10.068966,1,0,1,524,0,0,0,0,0,10.068966,0
5069,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,632,0,0,0,0,0,-11.1839075,0
21360,4,0,0,0,4442,19,3,1,1,0,0,0,0,0,10.448276,1,0,1,557,0,0,0,0,0,10.448276,0
24773,4,0,0,0,3641,19,3,1,1,0,0,0,0,0,0.24137929999999996,0,0,0,564,0,0,0,0,0,0.24137929999999996,0
21866,4,0,0,0,3933,19,3,1,1,0,0,0,0,0,9.862069,1,0,1,611,0,0,0,0,0,9.862069,0
4671,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,634,0,0,0,0,0,-9.528735000000001,0
16269,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,678,0,0,0,0,0,-14.551723999999998,0
13813,4,0,0,0,3546,19,3,1,1,0,0,0,0,0,15.896551,1,0,1,543,0,0,0,0,0,15.896551,0
519,4,0,0,0,3539,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,555,0,0,0,0,0,0.21839081,0
28666,4,0,0,0,4545,19,3,1,1,0,0,0,0,0,20.0,1,0,0,2026,0,0,0,0,0,0.0,0
21111,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-9.551724,0
9499,4,0,0,0,3731,19,3,1,1,0,0,0,0,0,0.057471264,0,0,0,637,0,0,0,0,0,0.057471264,0
15765,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,668,0,0,0,0,0,-9.597700999999999,0
4910,4,0,0,0,4430,19,3,1,1,0,0,0,0,0,9.724138,1,0,1,564,0,0,0,0,0,9.724138,0
14518,4,0,0,0,4343,19,3,1,1,0,0,0,0,0,0.09195402,0,0,0,669,0,0,0,0,0,0.09195402,0
23782,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,704,0,0,0,0,0,-10.195402,0
19622,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,667,0,0,0,0,0,-9.850575,0
26981,4,0,0,0,4236,19,3,1,1,0,0,0,0,0,10.379311,1,0,0,565,0,0,0,0,0,10.379311,0
9831,4,0,0,0,3732,19,3,1,1,0,0,0,0,0,0.057471264,0,0,0,535,0,0,0,0,0,0.057471264,0
11359,4,0,0,0,4144,19,3,1,1,0,0,0,0,0,11.149425500000001,1,0,0,645,0,0,0,0,0,11.149425500000001,0
1462,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,763,0,0,0,0,0,-19.172413,0
21267,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-9.528735000000001,0
11968,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,756,0,0,0,0,0,-10.678161,0
15960,4,0,0,0,3045,19,3,1,1,0,0,0,0,0,10.183908,1,0,1,566,0,0,0,0,0,10.183908,0
26875,4,0,0,0,3746,19,3,1,1,0,0,0,0,0,9.609196,1,0,1,560,0,0,0,0,0,9.609196,0
20832,4,0,0,0,4431,19,3,1,1,0,0,0,0,0,10.321839,1,0,1,611,0,0,0,0,0,10.321839,0
20528,4,0,0,0,3943,19,3,1,1,0,0,0,0,0,11.356321000000001,1,0,1,693,0,0,0,0,0,11.356321000000001,0
17810,4,0,0,0,4332,19,3,1,1,0,0,0,0,0,2.8620691000000003,0,0,0,716,0,0,0,0,0,2.8620691000000003,0
4796,4,0,0,0,3230,19,3,1,1,0,0,0,0,0,9.977012,1,0,0,614,0,0,0,0,0,9.977012,0
2563,4,0,0,0,4345,19,3,1,1,0,0,0,0,0,9.264368,1,0,0,514,0,0,0,0,0,9.264368,0
9319,4,0,0,0,3732,19,3,1,1,0,0,0,0,0,0.057471264,0,0,0,637,0,0,0,0,0,0.057471264,0
19046,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,687,0,0,0,0,0,-9.505747,0
24269,4,0,0,0,3739,19,3,1,1,0,0,0,0,0,10.379311,1,0,1,740,0,0,0,0,0,10.379311,0
9992,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,797,0,0,0,0,0,-0.022988506000000002,0
3666,4,0,0,0,4138,19,3,1,1,0,0,0,0,0,9.8160925,1,0,1,643,0,0,0,0,0,9.8160925,0
2328,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,677,0,0,0,0,0,-19.37931,0
24838,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,681,0,0,0,0,0,-0.06896552,0
25976,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-0.080459766,0
4123,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,628,0,0,0,0,0,-25.62069,0
10269,4,0,0,0,3446,19,3,1,1,0,0,0,0,0,0.04597701,0,0,0,527,0,0,0,0,0,0.04597701,0
28588,4,0,0,0,3731,19,3,1,1,0,0,0,0,0,-1.26e-06,1,0,0,403,0,0,0,0,0,0.0,0
12501,4,0,0,0,4645,19,3,1,1,0,0,0,0,0,9.160919,1,0,1,574,0,0,0,0,0,9.160919,0
6272,4,0,0,0,3542,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,596,0,0,0,0,0,0.21839081,0
19905,4,0,0,0,3630,19,3,1,1,0,0,0,0,0,9.528735000000001,1,0,1,554,0,0,0,0,0,9.528735000000001,0
18178,4,0,0,0,4342,19,3,1,1,0,0,0,0,0,0.09195402,0,0,0,529,0,0,0,0,0,0.09195402,0
7043,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.21839081,0
520,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,648,0,0,0,0,0,-0.21839081,0
21555,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,667,0,0,0,0,0,-10.172414,0
20700,4,0,0,0,3038,19,3,1,1,0,0,0,0,0,9.586205999999999,1,0,1,610,0,0,0,0,0,9.586205999999999,0
5120,4,0,0,0,3332,19,3,1,1,0,0,0,0,0,10.988506,1,0,1,597,0,0,0,0,0,10.988506,0
6453,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,759,0,0,0,0,0,-0.20689654,0
27346,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,676,0,0,0,0,0,-10.137931,0
25392,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,646,0,0,0,0,0,-0.080459766,0
5884,4,0,0,0,3138,19,3,1,1,0,0,0,0,0,6.632184,0,0,0,649,0,0,0,0,0,6.632184,0
25025,4,0,0,0,4242,19,3,1,1,0,0,0,0,0,0.080459766,0,0,0,595,0,0,0,0,0,0.080459766,0
21783,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,665,0,0,0,0,0,-10.482758500000001,0
14640,4,0,0,0,3244,19,3,1,1,0,0,0,0,0,0.03448276,0,0,0,527,0,0,0,0,0,0.03448276,0
23561,4,0,0,0,3845,19,3,1,1,0,0,0,0,0,10.632184,1,0,1,601,0,0,0,0,0,10.632184,0
23071,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,787,0,0,0,0,0,-9.931035000000001,0
6749,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,799,0,0,0,0,0,-0.17241379999999998,0
15504,4,0,0,0,3436,19,3,1,1,0,0,0,0,0,9.747127,1,0,1,610,0,0,0,0,0,9.747127,0
10886,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,629,0,0,0,0,0,-10.229885000000001,0
24606,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,620,0,0,0,0,0,-9.988505,0
11291,4,0,0,0,4438,19,3,1,1,0,0,0,0,0,9.551724,1,0,1,524,0,0,0,0,0,9.551724,0
7512,4,0,0,0,3341,19,3,1,1,0,0,0,0,0,0.17241379999999998,0,0,0,520,0,0,0,0,0,0.17241379999999998,0
11223,4,0,0,0,4646,19,3,1,1,0,0,0,0,0,9.459769999999999,1,0,1,558,0,0,0,0,0,9.459769999999999,0
13350,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,659,0,0,0,0,0,-13.896552,0
4283,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,651,0,0,0,0,0,-9.701149000000001,0
11451,4,0,0,0,3430,19,3,1,1,0,0,0,0,0,10.21839,1,0,1,525,0,0,0,0,0,10.21839,0
21140,4,0,0,0,3037,19,3,1,1,0,0,0,0,0,9.586205999999999,1,0,1,653,0,0,0,0,0,9.586205999999999,0
14504,4,0,0,0,4242,19,3,1,1,0,0,0,0,0,0.080459766,0,0,0,639,0,0,0,0,0,0.080459766,0
3597,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,755,0,0,0,0,0,-9.666666000000001,0
2837,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,670,0,0,0,0,0,-10.827586,0
15547,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,669,0,0,0,0,0,-9.333333,0
24542,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,653,0,0,0,0,0,-11.022988,0
10936,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,706,0,0,0,0,0,-9.804598,0
21200,4,0,0,0,3745,19,3,1,1,0,0,0,0,0,9.609196,1,0,1,556,0,0,0,0,0,9.609196,0
13378,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,649,0,0,0,0,0,-15.011494,0
2122,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,637,0,0,0,0,0,-18.149426000000002,0
6540,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,575,0,0,0,0,0,0.21839081,0
9466,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,792,0,0,0,0,0,-0.057471264,0
13403,4,0,0,0,3235,19,3,1,1,0,0,0,0,0,14.367816,1,0,1,595,0,0,0,0,0,14.367816,0
5312,4,0,0,0,3642,19,3,1,1,0,0,0,0,0,11.022988,1,0,1,545,0,0,0,0,0,11.022988,0
4122,4,0,0,0,3246,19,3,1,1,0,0,0,0,0,25.62069,1,0,1,547,0,0,0,0,0,25.62069,0
25713,4,0,0,0,3732,19,3,1,1,0,0,0,0,0,0.057471264,0,0,0,677,0,0,0,0,0,0.057471264,0
22058,4,0,0,0,3941,19,3,1,1,0,0,0,0,0,10.75862,1,0,1,699,0,0,0,0,0,10.75862,0
2168,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,747,0,0,0,0,0,-19.344828,0
4196,4,0,0,0,3143,19,3,1,1,0,0,0,0,0,11.206897,1,0,1,602,0,0,0,0,0,11.206897,0
28206,4,0,0,0,4545,19,3,1,1,0,0,0,0,0,20.0,1,0,0,397,0,0,0,0,0,0.0,0
7414,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,555,0,0,0,0,0,0.19540231,0
20834,4,0,0,0,4233,19,3,1,1,0,0,0,0,0,10.24138,1,0,1,524,0,0,0,0,0,10.24138,0
17017,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-9.609196,0
13981,4,0,0,0,3130,19,3,1,1,0,0,0,0,0,15.482757999999999,1,0,1,621,0,0,0,0,0,15.482757999999999,0
10877,4,0,0,0,3530,19,3,1,1,0,0,0,0,0,10.011494,1,0,0,655,0,0,0,0,0,10.011494,0
528,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,635,0,0,0,0,0,-0.18390805,0
15654,4,0,0,0,3231,19,3,1,1,0,0,0,0,0,10.137931,1,0,1,570,0,0,0,0,0,10.137931,0
23011,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,753,0,0,0,0,0,-9.724138,0
3202,4,0,0,0,4534,19,3,1,1,0,0,0,0,0,10.114942999999998,1,0,0,701,0,0,0,0,0,10.114942999999998,0
19613,4,0,0,0,3839,19,3,1,1,0,0,0,0,0,10.034483,1,0,1,611,0,0,0,0,0,10.034483,0
22961,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,658,0,0,0,0,0,-9.517241499999999,0
17491,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,751,0,0,0,0,0,-9.724138,0
5396,4,0,0,0,3445,19,3,1,1,0,0,0,0,0,9.574713000000001,1,0,1,698,0,0,0,0,0,9.574713000000001,0
18823,4,0,0,0,3538,19,3,1,1,0,0,0,0,0,9.701149000000001,1,0,1,566,0,0,0,0,0,9.701149000000001,0
8867,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,680,0,0,0,0,0,-19.080460000000002,0
3881,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,641,0,0,0,0,0,-24.149426000000002,0
19881,4,0,0,0,3445,19,3,1,1,0,0,0,0,0,9.873563,1,0,1,569,0,0,0,0,0,9.873563,0
15375,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,754,0,0,0,0,0,-10.379311,0
27803,4,0,0,0,3232,19,3,1,1,0,0,0,0,0,0.13793103,0,0,0,605,0,0,0,0,0,0.13793103,0
12293,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,10.482758500000001,1,0,0,578,0,0,0,0,0,10.482758500000001,0
12151,4,0,0,0,3134,19,3,1,1,0,0,0,0,0,11.08046,1,0,1,725,0,0,0,0,0,11.08046,0
7058,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,555,0,0,0,0,0,0.20689654,0
4526,4,0,0,0,3834,19,3,1,1,0,0,0,0,0,10.942528999999999,1,0,0,662,0,0,0,0,0,10.942528999999999,0
23729,4,0,0,0,3935,19,3,1,1,0,0,0,0,0,10.160919,1,0,1,576,0,0,0,0,0,10.160919,0
7751,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-19.712643,0
22053,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,633,0,0,0,0,0,-10.29885,0
8127,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-20.43678,0
20876,4,0,0,0,3341,19,3,1,1,0,0,0,0,0,9.620689,1,0,1,569,0,0,0,0,0,9.620689,0
7535,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,648,0,0,0,0,0,-0.20689654,0
18387,4,0,0,0,3238,19,3,1,1,0,0,0,0,0,10.264368,1,0,1,574,0,0,0,0,0,10.264368,0
19639,4,0,0,0,3236,19,3,1,1,0,0,0,0,0,9.666666000000001,1,0,1,565,0,0,0,0,0,9.666666000000001,0
13433,4,0,0,0,4239,19,3,1,1,0,0,0,0,0,13.241379,1,0,0,512,0,0,0,0,0,13.241379,0
2656,4,0,0,0,3245,19,3,1,1,0,0,0,0,0,9.367816,1,0,1,593,0,0,0,0,0,9.367816,0
23003,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,665,0,0,0,0,0,-9.850575,0
2294,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-19.724138,0
5716,4,0,0,0,4645,19,3,1,1,0,0,0,0,0,9.160919,1,0,1,621,0,0,0,0,0,9.160919,0
7384,4,0,0,0,3432,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,529,0,0,0,0,0,0.18390805,0
10623,4,0,0,0,3931,19,3,1,1,0,0,0,0,0,11.367816,1,0,0,514,0,0,0,0,0,11.367816,0
25795,4,0,0,0,4341,19,3,1,1,0,0,0,0,0,0.09195402,0,0,0,604,0,0,0,0,0,0.09195402,0
2833,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,659,0,0,0,0,0,-9.218391,0
12621,4,0,0,0,4544,19,3,1,1,0,0,0,0,0,14.804597,1,0,1,664,0,0,0,0,0,14.804597,0
1622,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,758,0,0,0,0,0,-19.816092,0
25195,4,0,0,0,4242,19,3,1,1,0,0,0,0,0,0.080459766,0,0,0,527,0,0,0,0,0,0.080459766,0
1569,4,0,0,0,3345,19,3,1,1,0,0,0,0,0,19.068966,1,0,0,546,0,0,0,0,0,19.068966,0
15586,4,0,0,0,3344,19,3,1,1,0,0,0,0,0,9.91954,1,0,1,705,0,0,0,0,0,9.91954,0
11095,4,0,0,0,3445,19,3,1,1,0,0,0,0,0,10.942528999999999,1,0,1,600,0,0,0,0,0,10.942528999999999,0
7866,4,0,0,0,3531,19,3,1,1,0,0,0,0,0,19.609196,1,0,0,558,0,0,0,0,0,19.609196,0
8185,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,677,0,0,0,0,0,-20.275862,0
45,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,529,0,0,0,0,0,0.20689654,0
27240,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,676,0,0,0,0,0,-9.931035000000001,0
16577,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,794,0,0,0,0,0,-9.78161,0
14412,4,0,0,0,4242,19,3,1,1,0,0,0,0,0,0.080459766,0,0,0,562,0,0,0,0,0,0.080459766,0
12804,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,662,0,0,0,0,0,-13.356322,0
